"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"03-Jun-2025","EQ","387.50","391.80","385.50","387.50","385.90","386.00","387.70","393.50","230.00","1,86,30,318","7,22,28,95,017.30","1,29,954"
"02-Jun-2025","EQ","385.00","389.25","383.75","384.60","387.80","387.50","387.09","393.50","230.00","1,19,43,152","4,62,30,19,230.60","1,13,485"
"30-May-2025","EQ","386.80","390.00","383.65","386.80","385.20","384.60","385.88","393.50","230.00","2,31,44,580","8,93,10,65,659.95","1,23,088"
"29-May-2025","EQ","391.55","392.10","385.55","390.45","387.30","386.80","387.49","393.50","230.00","1,85,62,683","7,19,28,01,127.70","1,50,963"
"28-May-2025","EQ","385.45","393.50","384.10","385.40","390.30","390.45","389.84","393.50","230.00","2,75,49,144","10,73,97,34,614.80","1,81,884"
"27-May-2025","EQ","384.50","388.80","383.45","384.55","385.45","385.40","386.36","389.90","230.00","1,68,59,142","6,51,37,21,839.00","1,41,877"
"26-May-2025","EQ","384.90","385.80","378.50","383.80","384.70","384.55","383.24","389.90","230.00","2,67,22,908","10,24,12,76,808.35","2,22,619"
"23-May-2025","EQ","389.15","389.90","381.10","383.40","383.35","383.80","385.36","389.90","230.00","3,76,66,187","14,51,49,65,709.75","3,20,280"
"22-May-2025","EQ","383.00","386.75","379.00","383.00","383.50","383.40","383.03","386.75","230.00","4,34,86,783","16,65,67,83,211.45","3,45,063"
"21-May-2025","EQ","366.90","383.90","364.00","363.80","382.95","383.00","377.06","383.90","230.00","8,86,88,170","33,44,05,78,483.65","7,10,668"
"20-May-2025","EQ","369.40","371.00","358.50","363.75","364.50","363.80","365.31","373.50","230.00","6,70,88,831","24,50,80,64,596.50","3,92,538"
"19-May-2025","EQ","372.90","373.50","362.55","363.90","363.00","363.75","367.27","373.50","230.00","5,20,03,735","19,09,93,86,167.75","3,99,788"
"16-May-2025","EQ","351.60","371.15","349.60","350.40","363.80","363.90","362.87","371.15","221.00","6,88,55,818","24,98,54,16,033.65","6,73,858"
"15-May-2025","EQ","346.50","351.00","340.80","344.35","350.00","350.40","346.74","351.00","221.00","3,59,59,338","12,46,84,71,429.75","2,59,856"
"14-May-2025","EQ","339.00","346.00","334.50","335.75","344.50","344.35","341.89","346.00","221.00","4,36,84,324","14,93,54,11,262.75","3,12,261"
"13-May-2025","EQ","323.70","337.75","322.80","322.80","335.90","335.75","334.18","340.50","221.00","5,79,85,762","19,37,75,55,971.65","6,28,573"
"12-May-2025","EQ","325.00","325.00","316.20","315.85","322.20","322.80","320.63","340.50","221.00","3,99,27,141","12,80,18,17,273.75","5,02,870"
"09-May-2025","EQ","305.00","321.80","305.00","307.15","316.15","315.85","316.25","340.50","221.00","4,42,44,945","13,99,25,22,066.45","4,43,942"
"08-May-2025","EQ","310.50","313.70","304.80","309.95","304.90","307.15","309.63","340.50","221.00","1,71,10,997","5,29,79,95,118.10","1,16,453"
"07-May-2025","EQ","305.00","315.20","305.00","310.50","310.10","309.95","310.40","340.50","221.00","1,92,74,367","5,98,27,20,437.50","1,26,765"
"06-May-2025","EQ","315.65","319.30","309.20","315.30","309.50","310.50","313.42","340.50","221.00","1,70,29,890","5,33,74,49,948.05","1,23,408"
"05-May-2025","EQ","313.95","316.90","313.20","311.35","315.65","315.30","315.16","340.50","221.00","1,09,55,763","3,45,28,52,218.60","85,400"
"02-May-2025","EQ","310.80","317.75","310.60","314.10","311.00","311.35","313.95","340.50","221.00","1,89,79,609","5,95,85,58,208.15","1,47,507"
"30-Apr-2025","EQ","319.00","320.45","312.60","317.10","312.95","314.10","315.35","340.50","221.00","2,48,63,436","7,84,07,13,500.85","2,08,936"
"29-Apr-2025","EQ","306.55","319.45","305.80","305.05","317.15","317.10","315.97","340.50","221.00","5,78,83,471","18,28,95,31,907.85","3,75,574"
"28-Apr-2025","EQ","296.00","307.85","295.85","297.60","305.30","305.05","305.13","340.50","221.00","2,99,13,417","9,12,73,48,948.05","1,85,562"
"25-Apr-2025","EQ","306.80","307.80","293.70","305.70","297.00","297.60","298.57","340.50","221.00","2,03,07,004","6,06,31,17,613.60","1,45,183"
"24-Apr-2025","EQ","305.00","308.60","303.45","305.85","305.45","305.70","305.61","340.50","221.00","1,72,41,517","5,26,91,13,310.70","1,08,129"
"23-Apr-2025","EQ","305.60","310.30","301.80","303.35","305.60","305.85","306.09","340.50","221.00","2,19,18,666","6,70,91,56,902.35","1,69,771"
"22-Apr-2025","EQ","301.00","304.75","299.75","299.95","303.50","303.35","303.19","340.50","221.00","1,19,62,358","3,62,68,78,810.90","1,03,710"
"21-Apr-2025","EQ","297.50","301.60","295.15","295.15","300.20","299.95","299.62","340.50","221.00","1,40,64,356","4,21,39,16,215.10","1,21,862"
"17-Apr-2025","EQ","293.00","296.60","291.15","293.60","294.55","295.15","294.53","340.50","221.00","1,36,09,937","4,00,85,39,165.10","1,20,621"
"16-Apr-2025","EQ","293.50","295.35","291.30","293.70","294.10","293.60","293.25","340.50","221.00","1,24,79,078","3,65,94,36,169.30","1,15,326"
"15-Apr-2025","EQ","289.90","294.15","287.55","285.00","293.60","293.70","292.21","340.50","221.00","1,95,12,440","5,70,17,92,560.45","1,73,583"
"11-Apr-2025","EQ","283.00","287.00","282.65","280.15","285.30","285.00","285.23","340.50","221.00","1,38,83,110","3,95,99,22,286.15","1,21,027"
"09-Apr-2025","EQ","281.00","282.80","276.60","281.45","281.00","280.15","279.80","340.50","221.00","1,13,89,916","3,18,69,21,679.85","1,02,082"
"08-Apr-2025","EQ","282.45","288.00","276.60","272.10","282.15","281.45","281.62","340.50","221.00","2,67,87,606","7,54,40,49,255.15","2,14,793"
"07-Apr-2025","EQ","257.00","274.50","256.20","280.00","274.00","272.10","268.89","340.50","221.00","2,49,54,083","6,70,97,83,111.10","2,08,401"
"04-Apr-2025","EQ","287.10","288.00","278.30","287.50","280.50","280.00","282.03","340.50","203.75","1,96,99,594","5,55,59,08,347.00","1,60,549"
"03-Apr-2025","EQ","283.00","288.25","282.60","282.40","287.50","287.50","286.00","340.50","203.75","2,09,68,721","5,99,71,06,682.00","1,79,031"
"02-Apr-2025","EQ","289.90","290.75","274.45","292.00","282.45","282.40","279.81","340.50","203.75","5,26,53,587","14,73,27,49,736.95","3,88,113"
"01-Apr-2025","EQ","302.00","305.80","290.00","301.32","290.90","292.00","298.17","340.50","203.75","3,31,71,384","9,89,06,02,879.20","2,66,366"
"28-Mar-2025","EQ","304.00","306.58","299.07","300.65","301.33","301.32","303.02","340.50","195.95","2,08,50,848","6,31,82,05,524.72","1,39,398"
"27-Mar-2025","EQ","297.00","302.00","296.63","299.54","301.80","300.65","300.35","340.50","195.95","1,44,53,677","4,34,11,64,419.93","1,20,151"
"26-Mar-2025","EQ","301.07","305.50","298.49","300.03","299.25","299.54","301.83","340.50","195.95","2,38,69,923","7,20,46,46,106.26","1,62,602"
"25-Mar-2025","EQ","304.00","304.50","298.65","302.10","299.30","300.03","300.90","340.50","195.95","1,93,64,944","5,82,69,22,223.89","1,69,170"
"24-Mar-2025","EQ","296.90","304.90","296.35","295.74","302.95","302.10","302.22","340.50","195.95","2,99,35,092","9,04,69,34,210.70","1,65,187"
"21-Mar-2025","EQ","301.00","301.00","292.75","297.05","296.00","295.74","296.44","340.50","182.50","4,17,51,586","12,37,70,14,011.18","2,20,702"
"20-Mar-2025","EQ","294.81","297.78","291.10","290.00","296.70","297.05","295.04","340.50","182.50","2,78,89,890","8,22,85,24,940.25","1,67,953"
"19-Mar-2025","EQ","286.00","292.99","284.76","285.31","289.98","290.00","289.20","340.50","182.50","2,10,98,065","6,10,16,45,603.61","1,88,934"
"18-Mar-2025","EQ","282.00","286.00","280.31","279.93","285.60","285.31","283.20","340.50","182.50","1,52,90,505","4,33,03,26,861.58","1,12,138"
"17-Mar-2025","EQ","281.00","283.38","276.72","280.07","279.90","279.93","279.54","340.50","182.50","1,38,83,682","3,88,11,05,749.10","1,31,397"
"13-Mar-2025","EQ","283.00","285.80","279.42","276.83","280.10","280.07","282.52","340.50","179.10","3,80,15,489","10,74,00,37,748.40","2,42,972"
"12-Mar-2025","EQ","278.78","280.40","274.12","277.18","276.50","276.83","277.22","340.50","179.10","1,53,08,721","4,24,38,76,446.08","1,37,876"
"11-Mar-2025","EQ","271.95","278.50","269.05","272.33","277.58","277.18","274.90","340.50","179.10","2,09,80,143","5,76,74,26,862.60","1,50,205"
"10-Mar-2025","EQ","278.60","283.47","271.55","276.99","272.29","272.33","278.05","340.50","179.10","2,09,86,855","5,83,54,87,724.85","1,62,153"
"07-Mar-2025","EQ","275.80","279.73","274.00","272.95","276.20","276.99","277.54","340.50","179.10","2,55,42,382","7,08,89,98,466.40","1,83,737"
"06-Mar-2025","EQ","276.21","281.00","271.83","274.92","272.50","272.95","274.51","340.50","179.10","2,25,86,087","6,20,00,83,338.86","1,98,864"
"05-Mar-2025","EQ","265.00","275.80","263.33","264.71","274.35","274.92","271.04","340.50","179.10","2,84,99,877","7,72,44,91,505.57","2,20,341"
"04-Mar-2025","EQ","253.89","266.50","252.50","257.39","264.60","264.71","263.31","340.50","179.10","2,49,98,454","6,58,24,29,399.35","1,98,471"
"03-Mar-2025","EQ","247.50","258.90","244.36","246.25","257.50","257.39","252.68","340.50","179.10","2,46,44,079","6,22,71,27,361.45","1,87,276"
"28-Feb-2025","EQ","250.00","250.95","243.50","252.45","247.25","246.25","246.60","340.50","179.10","1,77,54,591","4,37,83,41,842.55","1,48,251"
"27-Feb-2025","EQ","257.10","258.40","251.90","256.65","252.00","252.45","254.13","340.50","179.10","1,10,87,404","2,81,76,72,740.00","1,08,069"
"25-Feb-2025","EQ","256.35","258.55","255.35","256.35","256.10","256.65","257.35","340.50","179.10","1,47,70,656","3,80,11,85,536.50","1,04,286"
"24-Feb-2025","EQ","251.00","258.45","250.50","256.10","256.60","256.35","255.23","340.50","179.10","1,54,09,569","3,93,29,30,983.95","1,29,465"
"21-Feb-2025","EQ","259.50","262.50","254.40","260.25","255.00","256.10","257.51","340.50","179.10","1,65,94,628","4,27,32,84,833.05","1,31,323"
"20-Feb-2025","EQ","252.00","260.95","250.25","253.40","260.15","260.25","257.74","340.50","179.10","1,89,22,988","4,87,72,35,461.95","1,29,451"
"19-Feb-2025","EQ","240.70","254.00","240.25","244.60","253.25","253.40","250.98","340.50","179.10","2,15,16,255","5,40,00,86,856.70","1,59,897"
"18-Feb-2025","EQ","249.00","249.75","240.55","248.50","243.80","244.60","243.67","340.50","179.10","2,11,80,375","5,16,09,52,496.50","1,84,568"
"17-Feb-2025","EQ","248.95","250.00","242.60","250.35","249.65","248.50","246.74","340.50","179.10","2,49,47,159","6,15,54,61,324.30","1,77,073"
"14-Feb-2025","EQ","262.20","264.50","248.20","261.55","250.00","250.35","253.18","340.50","171.75","2,56,83,310","6,50,24,98,791.30","2,31,849"
"13-Feb-2025","EQ","259.15","265.50","258.60","259.15","261.15","261.55","262.87","340.50","171.75","1,80,16,813","4,73,60,73,911.15","1,45,058"
"12-Feb-2025","EQ","264.95","265.75","254.00","265.05","259.40","259.15","258.88","340.50","171.75","2,79,97,028","7,24,78,11,286.10","2,36,424"
"11-Feb-2025","EQ","273.80","274.00","262.75","273.45","264.45","265.05","266.65","340.50","171.75","2,38,39,025","6,35,67,06,477.00","2,14,280"
"10-Feb-2025","EQ","278.90","282.20","272.00","277.05","273.90","273.45","276.54","340.50","171.75","2,17,89,085","6,02,54,73,304.65","1,83,366"
"07-Feb-2025","EQ","280.75","282.30","273.10","279.75","277.30","277.05","276.79","340.50","171.75","2,66,82,639","7,38,56,02,990.95","2,02,399"
"06-Feb-2025","EQ","288.95","289.95","279.00","288.95","280.05","279.75","283.64","340.50","171.75","1,68,34,939","4,77,50,79,213.10","1,63,338"
"05-Feb-2025","EQ","285.65","291.80","285.00","284.50","288.75","288.95","289.71","340.50","171.75","1,88,18,511","5,45,18,97,090.20","1,90,973"
"04-Feb-2025","EQ","276.00","286.00","275.90","274.15","284.25","284.50","282.46","340.50","171.75","2,90,35,155","8,20,11,27,986.10","2,02,132"
"03-Feb-2025","EQ","277.85","277.85","263.30","281.80","273.80","274.15","269.28","340.50","171.75","4,17,86,023","11,25,21,95,366.30","3,76,401"
"01-Feb-2025","EQ","295.95","299.60","269.30","292.65","280.65","281.80","286.38","340.50","171.75","6,18,32,253","17,70,77,72,240.10","4,39,222"
"31-Jan-2025","EQ","283.90","294.20","281.60","278.75","294.00","292.65","289.17","340.50","171.75","5,02,52,116","14,53,12,36,999.00","3,61,876"
"30-Jan-2025","EQ","268.85","280.50","267.90","267.20","280.20","278.75","274.52","340.50","171.75","4,67,35,932","12,82,98,52,213.50","2,44,650"
"29-Jan-2025","EQ","259.00","268.00","259.00","258.25","267.85","267.20","265.70","340.50","171.75","1,43,61,301","3,81,57,38,882.80","1,12,248"
"28-Jan-2025","EQ","263.50","265.70","252.70","262.95","258.50","258.25","257.89","340.50","171.75","2,90,49,716","7,49,17,59,801.80","2,04,673"
"27-Jan-2025","EQ","267.00","267.00","261.80","270.15","262.85","262.95","263.90","340.50","171.75","1,37,10,859","3,61,82,98,584.30","1,35,027"
"24-Jan-2025","EQ","273.95","276.70","268.80","273.95","270.30","270.15","272.52","340.50","171.75","1,01,64,897","2,77,01,29,437.45","84,378"
"23-Jan-2025","EQ","268.80","276.95","267.10","270.35","274.60","273.95","273.94","340.50","171.75","1,19,78,782","3,28,15,13,204.95","1,24,253"
"22-Jan-2025","EQ","279.00","279.30","266.30","279.00","270.60","270.35","269.93","340.50","171.75","2,12,72,549","5,74,21,43,459.35","1,87,494"
"21-Jan-2025","EQ","285.80","286.90","278.25","285.80","279.00","279.00","281.91","340.50","171.75","1,30,20,489","3,67,06,19,526.50","1,18,518"
"20-Jan-2025","EQ","283.20","287.80","280.70","282.15","285.35","285.80","285.24","340.50","171.75","1,04,83,849","2,99,04,59,468.65","1,10,964"
"17-Jan-2025","EQ","275.45","283.90","274.05","276.15","281.95","282.15","280.57","340.50","171.75","1,27,41,720","3,57,49,13,263.00","1,16,100"
"16-Jan-2025","EQ","273.40","278.05","271.40","267.85","277.50","276.15","275.60","340.50","171.75","1,72,34,302","4,74,97,60,161.85","1,42,418"
"15-Jan-2025","EQ","272.00","272.20","266.30","269.90","268.00","267.85","269.11","340.50","171.75","1,13,76,064","3,06,14,03,206.55","1,10,855"
"14-Jan-2025","EQ","263.00","271.00","261.20","259.60","270.55","269.90","265.92","340.50","171.75","1,89,38,129","5,03,61,04,468.30","1,69,064"
"13-Jan-2025","EQ","265.00","268.90","258.30","271.00","259.15","259.60","263.58","340.50","171.75","1,94,29,753","5,12,12,20,560.70","1,71,312"
"10-Jan-2025","EQ","280.00","281.00","270.00","281.25","270.80","271.00","273.89","340.50","171.75","1,53,17,565","4,19,53,46,251.85","2,29,023"
"09-Jan-2025","EQ","281.25","284.10","279.60","282.10","281.45","281.25","282.13","340.50","171.75","1,27,15,512","3,58,73,83,353.55","1,45,298"
"08-Jan-2025","EQ","287.00","287.00","280.10","287.00","282.00","282.10","282.19","340.50","171.75","1,09,96,122","3,10,29,61,869.90","1,31,873"
"07-Jan-2025","EQ","282.15","288.20","281.05","282.15","286.40","287.00","285.57","340.50","171.75","1,32,47,733","3,78,31,47,507.00","1,19,709"
"06-Jan-2025","EQ","292.55","292.55","280.55","291.95","282.00","282.15","285.10","340.50","171.75","1,26,38,091","3,60,31,20,922.25","1,29,239"
"03-Jan-2025","EQ","296.50","297.25","291.50","296.80","291.95","291.95","294.36","340.50","171.75","81,67,968","2,40,43,49,652.25","78,939"
"02-Jan-2025","EQ","294.45","297.80","291.35","293.90","296.30","296.80","295.01","340.50","171.75","1,33,61,957","3,94,19,28,990.40","1,08,260"
"01-Jan-2025","EQ","293.15","294.60","290.25","293.15","294.00","293.90","292.88","340.50","171.75","69,54,271","2,03,67,99,924.20","68,363"
"31-Dec-2024","EQ","284.50","294.00","284.25","284.90","293.00","293.15","291.04","340.50","171.75","1,57,25,947","4,57,69,40,403.60","1,46,510"
"30-Dec-2024","EQ","292.05","292.50","282.85","292.05","286.20","284.90","286.65","340.50","171.75","2,58,76,258","7,41,74,05,159.15","1,52,615"
"27-Dec-2024","EQ","295.85","296.15","291.35","295.20","292.20","292.05","293.23","340.50","171.75","94,95,184","2,78,42,56,049.90","78,558"
"26-Dec-2024","EQ","293.00","296.00","292.50","292.45","295.85","295.20","294.19","340.50","171.75","91,72,485","2,69,84,11,499.20","1,10,384"
"24-Dec-2024","EQ","296.25","297.35","291.50","294.35","292.65","292.45","294.08","340.50","171.75","1,06,85,518","3,14,23,62,787.20","86,298"
"23-Dec-2024","EQ","294.00","295.30","288.00","290.85","294.10","294.35","292.15","340.50","171.75","1,02,01,072","2,98,02,47,923.25","99,783"
